,leage,game,view,length,real_time,duration,chat
56159,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:29,15088.123,This is embarrassing for TL FeelsBadMan This is embarrassing for TL FeelsBadMan
56160,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:30,15088.497,😂 👉 👌
56161,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:31,15089.421999999999,WeirdChamp
56162,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:31,15089.925,NaM
56163,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:32,15090.639,"good luck, have fun"
56164,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:34,15092.407,chibim7Chill chibim7Chill chibim7Chill
56165,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:34,15092.482,uonh
56166,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:34,15092.652,🦀 🦀 BR IS GONE 🦀 🦀
56167,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:35,15093.458999999999,vietnam only can play Mobile Legends
56168,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:36,15094.997,3 Toes Feet Dragon 47
56169,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:36,15095.082,lowkey best team ofc an unpopular opinion Kappa
56170,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:37,15095.561000000002,OkayChamp ENDER
56171,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:37,15095.971000000001,EZ
56172,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:37,15095.992,LOSEKEY LUL
56173,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:38,15096.315,W H OMEGALUL ON CAMILLE?
56174,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:38,15096.503999999999,EUW SERVER IS BURNING 4Weird EUW SERVER IS BURNING 4Weird
56175,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:38,15096.653,SPURS PepeLaugh
56176,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:39,15097.712,VIETNAM IS COMMUNIST VoteNay THAILAND IS CAPITALIST VoteYea
56177,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:40,15098.675,veefroDOWN veefroDOWN veefroDOWN veefroDOWN veefroDOWN veefroDOWN veefroDOWN veefroDOWN
56178,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:43,15101.906,OMEGALUL MEGA
56179,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:43,15101.968,GO MEGA
56180,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:43,15102.268,omae wa mou shindeiru TheIlluminati
56181,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:43,15102.281,KappaRoss KappaRoss KappaRoss KappaRoss KappaRoss KappaRoss KappaRoss KappaRoss KappaRoss KappaRoss KappaRoss KappaRoss KappaRoss VoHiYo
56182,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:44,15102.976999999999,😂 👌
56183,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:44,15103.008,Pepega Clap
56184,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:44,15103.139,Don't understand the Xin pick when Jarvan IV is open WeirdChamp WeirdChamp WeirdChamp
56185,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:45,15104.192,RITO CAN YOU SHOW REGION FLAGS AT LEAST -_-
56186,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:47,15105.628,This is embarrassing for TL FeelsBadMan
56187,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 21:59:47,15106.028999999999,HolidayTree THIS HolidayTree TREE HolidayTree TO HolidayTree HELP HolidayTree LOWKEY HolidayTree
