,leage,game,view,length,real_time,duration,chat
70038,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:29,18507.468999999997,monteG
70039,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:29,18507.725,GO FLAAAAAAAA BORA FLAMENGO CARAIIIIIIII
70040,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:29,18507.979,Kreygasm
70041,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:29,18508.075,0-4 gg
70042,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:29,18508.237,Closer Kreygasm
70043,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:30,18508.453999999998,GO FLAAAAAAA
70044,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:30,18508.506999999998,MrDestructoid MrDestructoid -------- GG EZI
70045,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:30,18508.929,MrDestructoid -----------------C nowayS
70046,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:30,18509.122,MrDestructoid ------------------C cirSlain
70047,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:31,18509.749,cmonBruh
70048,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:32,18510.321,IZI 04
70049,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:32,18510.667,ROYAL WHAT? ROYAL TRASH OMEGALUL
70050,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:32,18511.022,R 0 Y 4 L YOUTH
70051,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:33,18511.657,#GOFLA
70052,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:33,18511.744,BR OMEGALUL
70053,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:33,18511.955,NA MATH
70054,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:34,18512.515,royal is winning in 300-400mins LUL
70055,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:34,18513.01,brTT OMEGALUL
70056,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:35,18513.383,ROYAL BlessRNG TAKE MY ENERGY
70057,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:35,18513.425,LEAGUE OF TP ResidentSleeper
70058,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:35,18513.471999999998,SIVIR ResidentSleeper WOW ResidentSleeper So cool ResidentSleeper Flamengo ResidentSleeper
70059,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:35,18513.488,tiebreaker RNGBless
70060,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:36,18514.495,true
70061,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:36,18514.576,AYAYA FLAMEEEEENGOOOOO AYAYA
70062,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:37,18515.716,FGDGFDTURSJRDRYRVUBJYKUBRKFUKHGCYTTSRDTURSJURTDKIR67IBTO87TO8B7O7VOB87RVTYFHGDF?TYD
70063,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:37,18515.767,TriHard NO TriHard MODS TriHard WE TriHard IN TriHard THIS TriHard BOYS TriHard
70064,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:37,18515.854,win in 34 min. kills 17-9
70065,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:39,18517.775,1-3 ez
70066,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:39,18518.049,????? FLASH IS BROKEN
70067,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:39,18518.131999999998,What happens if Turkish team wins? It is equal
70068,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:39,18518.252,BRTTETA SEU LIXOOOOOO
70069,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:40,18519.039,FLAMENGO lirikHS lirikHS
70070,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:41,18519.503,calm down guys RYL WIN
70071,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:41,18519.543,6 TP'S WeirdChamp
70072,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:41,18520.015,GivePLZ TooSpicy TakeNRG
70073,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:42,18520.653000000002,BALANCE TEAM LULW
70074,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:43,18521.814,TR > BR
70075,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:43,18522.176,pressure
70076,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:43,18522.231,MrDestructoid ---------C-9 KEKW
70077,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:43,18522.286,<3 <3 FLAMENGO #GOFLA <3 <3 BYE TURKEY HeyGuys PogChamp RX<3 <3 FLAMENGO #GOFLA <3 <3 BYE TURKEY HeyGuys PogChamp RX
70078,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:44,18522.686999999998,LOL BALANCE TEAM LUL
70079,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:44,18523.078,Brtt LUL
70080,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:44,18523.085,#GOFLA
70081,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:45,18523.362,PedoBear -------C AYAYA
70082,Play-In Groups Day 4 | 2019 World Championship,League of Legends,46110,29228,2019-10-05 22:56:45,18523.467,GL on both sides..
