,leage,game,view,length,real_time,duration,chat
70189,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.366000000002,EU SHUT UP LUL
70190,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.518,WE ARE FNC !!!!
70191,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.583,ANIKI gachiBASS
70192,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.61,EU OMEGALUL
70193,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.627,MorphinTime COPY MorphinTime THIS MorphinTime STATIC MorphinTime TO MorphinTime HELP MorphinTime FNATIC
70194,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.662,FANATIC FANATIC LULW
70195,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.676000000001,FNC GAREN IS BAD :(
70196,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.678,omgGa
70197,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.828000000001,broxah lee sin omegalol
70198,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.889,Shen Pog
70199,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.951000000001,-_-
70200,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12434.999,trist r
70201,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12435.086000000001,DAN Pog
70202,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:48,12435.096000000001,DAN LULW
70203,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.333,MorphinTime COPY MorphinTime THIS MorphinTime STATIC MorphinTime TO MorphinTime HELP MorphinTime FNATIC MorphinTime
70204,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.368999999999,DAN
70205,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.383,lira still asleep LULW
70206,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.411,FNX !
70207,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.427,fnc 4th LUL
70208,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.498,Poggers
70209,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.53,MorphinTime COPY MorphinTime THIS MorphinTime STATIC MorphinTime TO MorphinTime HELP MorphinTime FNATIC
70210,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.534,DAN Pog
70211,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.587,DAN Pog
70212,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.598999999998,WutFace
70213,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.601,FNC LUL
70214,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.616000000002,FNC will slowly lose this game i feel like
70215,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12435.702,TSM TSM TSM TSM TSM
70216,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12436.036,DAN PogU
70217,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12436.073,DAN DAN
70218,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12436.128,BROXAH PogU
70219,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:49,12436.159,FNATIC POG
70220,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:51,12437.412,FNATIC !!!
70221,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:51,12437.473,MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime MorphinTime vv
70222,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:51,12437.48,WutFace WutFace
70223,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:51,12437.548,GAREN ONE TRICK LULW GAREN ONE TRICK LULW GAREN ONE TRICK LULW
70224,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:51,12437.558,CLUTCH BYE BYE
70225,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:51,12437.587,TSM
70226,Groups Day 2 | 2019 World Championship,League of Legends,116196,30878,2019-10-13 22:18:51,12437.618,DAN Pog
